Term,Meaning_of_term,Dialect type,Fill_in_Blank_question,correct_answer
هبره,هبره تعني قطعة اللحم الخالية من العظم,Central,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: في المطعم، طلبت __________ من اللحم.
الخيارات:
أ) هبره
ب) سمك
ج) دجاج
د) سلطة",أ
هبقه,هَبْقَه ، تَهْبِيقَه ، هبّقْنا ، مِهَبِّقِين الهبقه هي الفعل الذي يُفعل بلا سابق تخطيط ومع العزيمه على اتمامه.,Western,"المهمة: أكمل الجملة باستخدام الكلمة المناسبة.
السؤال: محمد قرر أن ________ نروح نلعب بولينق.
الخيارات:
أ) يفكر
ب) هبقه
ج) يناقش
د) يشتري",ب
هبيلة,أي بمعنى سفيه أو غبي,Central,"المهمة: اكمل الجملة بالكلمة المناسبة.
السؤال: أحمد يال____، وراك ما دقيت علي يوم جيت.
الخيارات:
أ) أبله
ب) هبيلة
ج) رائع
د) ذكي",ب
هتفووه,صوت البصاق وتقال للإستهزاء والسخرية,Western,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما أود أن أسخر من شخص ما، قد أقول له: '_____ ولا كلمة'.
الخيارات:
أ) هتفووه
ب) أهلاً
ج) تفضل
د) هذا جيد",أ
هَثْوِلي,تقال للذي لا يحسن اللبس، ويكون لباسه فوضوي وغير مرتب.,Southern,"المهمة: أكمل الجملة بالكلمة المناسبة.
السؤال: منصور ____، ما عمري شفته يلبس صح.
الخيارات:
أ) أنيق
ب) هثولي
ج) محترم
د) عصري",ب
هَجْ,بمعنى هرب للمذكر هَجْ : فعل ماض هِجْ : فعل أمر يِهٍجْ: فعل مضارع بكسر الهاء المشددة للمؤنث هَجًت : فعل أمر بفتح الهاء و فتح الجيم المشددة هِجٍي : فعل أمر بكسر الهاء و كسر الجيم المشددة تِهٍج : فعل مضارع بكسر التاء و كسر الهاء المشددة,Western,"المهمة: أكمل الجملة بالعبارة المناسبة.
السؤال: عندما يتعرض الإنسان للخطر، قد __________.
الخيارات:
أ) ينام
ب) يهجر
ج) يهج
د) يتأمل",ج
هَجْ / هَجَّت,هج أي هرب .,Southern,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما _____ من المكان، شعرت بالراحة.
الخيارات:
أ) هجت
ب) جلست
ج) بحثت
د) ذهبت",أ
هجت معه,هَجَّت مَعَه / معي / معك ، تِهِج معه حرفياً تعني ولَّعت معه. والشخص الذي هجت معه تعني ؛ تواءمَ وانساقَ مع نزوته او حدسه او رغبته او شياطينه. وهي تطلق على النزوة غير المخطط لها عندما تساق معها تاركًا خلفك اسلوب شخصيتك ، او رباطة جأشك او كياستك.,General,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: التعبير 'هجت معه' يُشير إلى ________ مع شغفه.
الخيارات:
أ) الانسجام
ب) التباعد
ج) التردد
د) الارتباك",أ
هجدها,الحضور المفاجئ عند إضافة الشدة عند الجيم هجّد تصبح بمعنى هدّأ,Central,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما يكون الشخص في حالة ______، فهو هجدها.
الخيارات:
أ) فرح
ب) حزن
ج) حضور مفاجئ
د) غياب",ج
هجولة,الهجولة مصطلح يطلق على فعل وهو القيام بأخذ بعض الأصدقاء المقربين والتسكع في الشوارع والأسواق مع محاولة القيام بشيء يؤذي الناس مثل التفحيط أو التحرش أو رفع صوت المسجل . إلخ ونلاحظ من أول حرفين من المصطلح أن الهجولة لها علاقة بالهجة من خلال ( هج ) او الهروب، وذلك ما يقتضيه أذية الناس أو ردة فعل تجاه من يردعهم عن فعلهم.,Southern,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما أقول 'ما عندي نفس أهجول اليوم'، يعني أنني لا أرغب في __________.
الخيارات:
أ) الخروج مع الأصدقاء
ب) الدراسة
ج) العمل
د) الذهاب إلى السوق",أ
هِدِر,بمعنى الغبي الذي لا يفقه,Central,"المهمة: استخدم الكلمة في الفراغ.
السؤال: هذا الشخص ____ لا يعرف شيئًا.
الخيارات:
أ) هيدري
ب) هادر
ج) هيدريين
د) هدر",د
هدى او هدا,هدى او هدا بمعنى هيا او تعال تقال للاطفال عندما يتعلمون المشي,Central,"المهمة: املأ الفراغ باستخدام الكلمة المناسبة.
السؤال: تقول الأم للطفل اثناء تعلمه المشي: '______ ، هيا!'
الخيارات:
أ) هيا
ب) هدا
ج) انتبه
د) قف",ب
هذا واه,كلمة باللهجة القطيفيه تعنى (ما هذا) او ( ما الذي يحصل),Western,"المهمة: املأ الفراغ بما يناسب.
السؤال: عندما يسألني أحدهم 'هذا واه'، فإنني أفهم أنه ____ .
الخيارات:
أ) يسأل عن شيء
ب) يعطي تعليمات
ج) يشكرني
د) يتحدث عن الطعام",أ
هذرتك,الهذرة هي الكلام الغير موضوعي وغير عقلاني. وهي كلمة تستخدم لذم الشخص الذي يقول كلامًا غير صحيح او كلام ليضيع به الوقت.,Central,"المهمة: أكمل الجملة التالية.
السؤال: عندما يتحدث الشخص دون هدف، نقول عنه أنه __________.
الخيارات:
أ) متحدث بارع
ب) هذر
ج) حكيم
د) عاقل",ب
هرج,كلام أو حديث,Western,"المهمة: أكمل الجملة بالكلمة المناسبة.
السؤال: في السوق كان هناك الكثير من ______.
الخيارات:
أ) هرج
ب) هدوء
ج) مشاكل
د) كرم",أ
هرسك,هرسك او متهرسك هرسك = تعني الحماقة والغباء والجنون متهرسك = تعني الوضع الان ليس جيدا,Western,"المهمة: أكمل الفراغ بالكلمة الصحيحة.
السؤال: الادمي هذا مرة _____ والله حنا متهرسكين.
الخيارات:
أ) ذكي
ب) هرسك
ج) ممتاز
د) سعيد",ب
هزو مركب,عبارة عن لعبة تحتوي على مقعدين كل مقعد على طرف ترتكز هذه المقاعدعلى عمود مثبت في الاورض يركب احد الاطفال على مقعد ويقابله طفل ثاني على المقعد الاخر ويبدأن باللعب,Western,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: في لعبة '______ مركب' يركب طفلان على مقعدين مقابلين.
الخيارات:
أ) هزو
ب) صيد
ج) سباق
د) جري",أ
هَس,تعني كذا,Southern,"المهمة: املأ الفراغ بالكلمة الصحيحة.
السؤال: يقولون في نجد: 'خل الأكل _____ يعني خل الأكل كذا'.
الخيارات:
أ) هَس
ب) الآن
ج) يلا
د) بسرعة",أ
هش,اصمت !,Central,"المهمة: أكمل الجملة بكلمة تناسب المعنى.
السؤال: إذا كنت تريد أن تطلب من شخص ما أن __________، يمكنك أن تقول له 'هش'.
الخيارات:
أ) يصمت
ب) يتكلم
ج) يغني
د) يتحدث",أ
هش بس,اسكت ولا كلمه,Central,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: 'هش بس' تعني _____ ولا كلمه.
الخيارات:
أ) تفضل
ب) اترك
ج) اسكت
د) انطلق",ج
هطف,هطف وهو الهطفة الهطف شخص غبي جدآ ولا يعلم مايدور من حوله بمعني لا يعلم ساسه من راسه إمعه . وفي الغالب يكون شين وقوي عين يعني مايستحي لانه لا يعلم انه هطف,Western,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: الشخص الذي يعاني من ________ غالبًا ما يكون غير واعٍ بما يحدث حوله.
الخيارات:
أ) قلة الفهم
ب) هطف
ج) ذكاء
د) فطنة",ب
هطقه,الهطوق والهطقة هو الانسان الحساس والغبي الذي يتصرف بعدوانية في الوقت الخاطئ هطقة تستخدم للذكر والانثى,General,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: يستخدم مصطلح 'هطقه' لوصف شخص ______.
الخيارات:
أ) حكيم
ب) حساس وغبي
ج) قوي
د) منضبط",ب
هفتان,هفتان معناها الشعور بالاعياء والتعب وسرعة في ضربات القلب,Western,"المهمة: أكمل الجملة التالية بالكلمة المناسبة.
السؤال: بعد الجري لمسافة طويلة، شعرت بفقدان الطاقة و_______ .
الخيارات:
أ) هفتان
ب) مبسوط
ج) نشيط
د) قوي",أ
هقّه,ليس له شخصية ضعيف وجبان. منقاد ويتحكم فيه الجميع بسهولة، وعندما يتحكم فيه الناس لا يبدو عليه حتى الانزعاج أو التفكير فقط يستجيب بملامح باردة وكأنه في عالم آخر حيث لا تعابير واضحة عليه سوى أنه يقبل ويفعل. بمعنى آخر: ضعيف الشخصية وسهل الخداع والانقياد.,General,"المهمة: أكمل الجملة التالية.
السؤال: فلان شخص ______ لأنه هقّه.
الخيارات:
أ) قوي
ب) غبي
ج) ضعيف
د) شجاع",ج
هك عليه,أي كذب عليه,Southern,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: فلان ________ على فلان، بمعنى أنه كذب عليه.
الخيارات:
أ) صدق
ب) هك
ج) ساعد
د) خدم",ب
هلا حقت المازوخي,هلا مرات يستخدومنها الناس عشان يثبت صفة سلبية على نفسه زي لما احد يناديك بلقب معين و تقول أنا هذا معناته انك راضي بالإسم,General,"المهمة: أكمل الفراغ بالكلمة الصحيحة.
السؤال: عبارة 'هلا حقت المازوخي' تعني الرضا عن _____ سلبي.
الخيارات:
أ) لقب
ب) هدية
ج) ميزة
د) عيب",أ
هَلاّس,وصف للشخص متكرر الكذب.,Central,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: فلان دائماً يكذب، لذلك يُقال عنه إنه _____ .
الخيارات:
أ) صادق
ب) هَلاّس
ج) كريم
د) مشهور",ب
هلامه,هُلَامَة ، هْلَامة . اصل الكلمة هلامي اي جيلاتيني. وهي صفة تطلق للذم على الشخص الذي يفتقر لرغبة أن يعز نفسه بنفسه، او يفتقد لرغبة ان يكون لنفسة سيادة ذاتية على نفسه وحياته ، فهو يميع ويتكيف مع القوى التي هي اقوى منه. تستخدم هذه الكلمة عندما ترا شخصاً يتكيَّف مع وضع اجتماعي مختلف عن قِيم الشخص الاصلية ، او عندما يصطف الشخص مع العدو ظنًا منه ان العدو اقوى منه ، او عندما يبدل المرء قِيمة في خضم الموقف.,General,"المهمة: أكمل الجملة بالكلمة المناسبة.
السؤال: عندما يتكيف شخص مع العدو، يمكن أن نقول عنه أنه ______.
الخيارات:
أ) شجاع
ب) هلامه
ج) ناضج
د) مستقر",ب
