Term,Meaning_of_term,Dialect type,Cultural_Interpretation_question,correct_answer
عَطْوَه,تقال للفتى الذي يعطي نفسه للكل خفيف بدون تغلي حتى وان اذلوه عاد لهم,Central,"المهمة: اشرح ما تعبر عنه كلمة 'عَطْوَه' في الثقافة المحلية.
السؤال: كيف تعكس 'عَطْوَه' القيم الاجتماعية في المجتمع السعودي؟
الخيارات:
أ) تدل على التواضع والإيثار
ب) تدل على الأنانية
ج) تدل على القسوة
د) تدل على الحذر",أ
دلخ,اهبل,Central,"المهمة: اشرح ما تعنيه كلمة 'دلخ' في الثقافة السعودية.
السؤال: 'دلخ' هو مصطلح يستخدم في الثقافة السعودية للدلالة على:
الخيارات:
أ) شخص حكيم
ب) شخص سريع البديهة
ج) شخص يفتقر إلى الذكاء
د) شخص محبوب",ج
عطيف,وهو الفاس ولكن هذي الكلمه زهرانيه,Western,"المهمة: فسر دلالة كلمة 'عطيف' في الثقافة المحلية.
السؤال: ما الذي يعبر عنه استخدام كلمة 'عطيف' في المجتمع الزهراني؟
الخيارات:
أ) تجسيد للفساد
ب) تعبير عن الفرح
ج) دلالة على الحكمة
د) وصف للجمال",أ
عفجة,سيدة أو فتاة مغرورة ومتكبرة وليست مثقفة وغير متعلمة.,Central,"المهمة: قم بشرح المعنى الثقافي للكلمة 'عفجة'.
السؤال: ما هو التفسير الثقافي لكلمة 'عفجة' في السياق النجدية؟
الخيارات:
أ) تعبر عن الاحترام والتقدير
ب) تشير إلى الفتاة التي تفتقد البساطة والتواضع
ج) وصف لطيف للمرأة
د) تدل على التعليم العالي",ب
عفسة,فوضى عكس الترتيب,General,"المهمة: تحديد الفهم الثقافي لكلمة 'عفسة'.
السؤال: ما الذي تعبر عنه كلمة 'عفسة' في السياق الثقافي السعودي؟
الخيارات:
أ) النظام والترتيب
ب) الفوضى وعدم النظام
ج) الحب والترابط
د) الصداقة والتعاون",ب
عفش,بفتح جميع الاحرف وشدة العين مجموعة من الاغراض,Western,"المهمة: ما هو المعنى الثقافي لكلمة 'عفش' في المجتمعات السعودية؟
السؤال: كيف تمثل كلمة 'عفش' في الثقافة السعودية؟
الخيارات:
أ) تعكس الثراء وتعدد الأغراض
ب) تشير إلى التقاليد الزراعية
ج) تعني عنصر من الفن الشعبي
د) تشير إلى الطعام",أ
عفله,عفله ،، وتقرأ بفتح العاء وايضا فتح الفاء وايضاء فتح اللام مع سكون اخر حرف ومعناها (مؤخره) بلهجه زهران وجمعها عفال وتنطق مع ضم اول حرف العاء مع فتح ثاني حرف الفاء واخر حرف ساكن واسم الاشاره للبعيد (عفلته) بفتح جميع الحروف مع سكون اخر حرف واسم الاشاره للقريب (عفلتك) بفتح جميع الحروف مع سكون اخر حرف,Western,"المهمة: حدد التعبير الثقافي المرتبط بكلمة 'عفله'.
السؤال: ما الذي يعبر عنه استخدام كلمة 'عفله' في اللهجة؟
الخيارات:
أ) صفات شخصية
ب) نوع السيارة
ج) تعبير عن الشكل أو المظهر
د) تفضيل الأطعمة",ج
عقشة,الذي يلازمك كظلك، اللصقة.,Western,"المهمة: اختر الجواب الذي يفسر استخدام 'عقشة' في الثقافة السعودية.
السؤال: لماذا تُستخدم كلمة 'عقشة' في اللهجة السعودية؟
الخيارات:
أ) للدلالة على علاقة قوية
ب) تعني الصحة والعافية
ج) للإشارة إلى العزلة
د) للدلالة على القوة البدنية",أ
علا قوف,وتعني علشان اي من اجل شئ,Western,"المهمة: وضح كيف تعكس كلمة 'علا قوف' جزءاً من الثقافة الحجازية.
السؤال: ما الذي تعبر عنه كلمة 'علا قوف' في الثقافة الحجازية؟
الخيارات:
أ) الارتباط بالأشياء اليومية
ب) حب الطبيعة
ج) الكرم
د) العزلة
الإجابة الصحيحة:",
علام,"علام"" معناها لماذا وهي كلمة نجدية أصيلة وهي مقابل كلمة ""ليش"" الشامية",Central,"المهمة: اشرح كيف تعكس كلمة 'علام' جزء من الثقافة السعودية.
السؤال: كيف تعكس كلمة 'علام' في الحديث الدارج بين السعوديين؟
الخيارات:
أ) تعبر عن الاستفهام والفضول
ب) تعبر عن الزعل
ج) تعبر عن التعجب
د) تعبر عن السعادة",أ
دهريز,الدهريز بمعني كلمة الموزع . آو ممر,General,"المهمة: اشرح المعنى الثقافي لكلمة 'دهريز'.
السؤال: ما هو التفسير الثقافي لكلمة 'دهريز' في اللهجة السعودية؟
الخيارات:
أ) مكان يجتمع فيه الناس
ب) ممر يربط بين الغرف
ج) منطقة مفتوحة
د) حديقة منزلية",ب
علامك,علامك تعني ماذا بك أو مالذي أصابك وهي كلمة تستخدم عند قبائل نجد والحجاز وتكاد مسموعة عند العامة في المملكة العربية السعودية,Central,"المهمة: حدد ما الذي تعبر عنه كلمة 'علامك' في الثقافة السعودية.
السؤال: ماذا تعبر كلمة 'علامك' عن ثقافة من يتحدث بها؟
الخيارات:
أ) تعبر عن الاهتمام بحالة الشخص
ب) تعبر عن السؤال عن الوقت
ج) تعبر عن الشكر
د) تعبر عن الترحيب",أ
علثة,مسموعة في الزلفي وسائر نجد وهي بمعنى العذر وفلان يتعلث أي يتعذر ويبحث عن مخرج.,Central,"المهمة: اشرح دلالة كلمة 'علثة' في الثقافة النجدية.
السؤال: ماذا تعكس كلمة 'علثة' عن العذر في الثقافة النجدية؟
الخيارات:
أ) الاحترام والتقدير
ب) الضعف والفشل
ج) الشجاعة والجرأة
د) التفاؤل والنجاح",أ
علقان,كلمة علقان/ة هي كلمة بين شباب مدينة حائل وتقال عند الإعجاب بشي,Northern,"المهمة: تفسير السياق الثقافي لكلمة 'علقان'.
السؤال: ما هو التفسير الثقافي لاستخدام كلمة 'علقان' بين الشباب في مدينة حائل؟
الخيارات:
أ) تعبير عن الفرح
ب) تعبير عن الإعجاب بشيء
ج) تعبير عن الحزن
د) تعبير عن الاستياء",ب
علقة,يعني جلدة او ضربة,Western,"المهمة: أوضح معنى كلمة 'علقة' في السياق الثقافي.
السؤال: كيف تعكس كلمة 'علقة' في الثقافة الحجازية.
الخيارات:
أ) تعبر عن الألم البدني الناتج عن العقوبة
ب) تدل على مشاعر السعادة
ج) تستخدم في وصف العواطف الإيجابية
د) غير مرتبطة بأي مفهوم ثقافي",أ
علومك,معنى علومك هو : اخبارك,General,"المهمة: فسر المعنى الثقافي لكلمة 'علومك'.
السؤال: ماذا تعني كلمة 'علومك' في الثقافة السعودية؟
الخيارات:
أ) تعني الاستفسار عن الحالة الشخصية.
ب) تعني الاندماج في الأنشطة الاجتماعية.
ج) تعني البحث عن المعلومات العلمية.
د) تعني التقارب الأسري.",أ
عنزه,عنزة هي قبيلة ذات اصل عريق و لولا الله ثم عنزة ما فيه عرب امدا كلهم فرس ايرانيين بس الحمدالله ان الله صخر للعرب عنزة يوم ما وقف ب ذيقار غير عنزه كل القبائل من كبيرهم الى صغيرهم نخت و صارت شتات مثل الغنم ليا جاها الذيب و القبائل الشريفة عنزة و قحطان و عتيبه وا كل القبائل ونعم بس التاريخ هو الي يتكلم هنا,Northern,"المهمة: حدد المعنى الثقافي لكلمة 'عنزه'.
السؤال: ما هو التفسير الثقافي لكلمة 'عنزه' في المجتمع السعودي؟
الخيارات:
أ) تمثل القبائل العريقة والتاريخ النبيل
ب) تشير إلى أنواع الطعام
ج) تدل على الملابس التقليدية
د) تمثل المدن الكبرى",أ
عنيد,العناد والقوة,General,"المهمة: وضح تفسير كلمة 'عنيد' في الثقافة السعودية.
السؤال: كيف يُنظر إلى الشخص 'العنيد' في المجتمع السعودي؟
الخيارات:
أ) يُعتبر ضعيف الشخصية.
ب) يُعتبر شخصًا قوي الإرادة.
ج) يُعتبر غير محبوب.
د) يُعتبر متردد.",ب
عنين,كلمة عنين تعني صغير الحجم ، و تستخدم في اللهجة الليبية ، و يقول فلان عنين ، اي قضيبه صغير جدا جدا و لا يكاد يصل سنتيمترا ، و تطلق هذي الكلمة ع الشخص السمين و قصير القضيب,General,"المهمة: وضح الأبعاد الثقافية المرتبطة بكلمة 'عنين'.
السؤال: ما هو المعنى الثقافي لكلمة 'عنين' في اللهجة السعودية؟
الخيارات:
أ) يدل على القوة
ب) يشير إلى الضعف
ج) يعتبر مصطلحاً سلبياً
د) يستخدم كمدح",ج
