Term,Meaning_of_term,Dialect type,Location_Recognition_question,correct_answer
هلامه,هُلَامَة ، هْلَامة . اصل الكلمة هلامي اي جيلاتيني. وهي صفة تطلق للذم على الشخص الذي يفتقر لرغبة أن يعز نفسه بنفسه، او يفتقد لرغبة ان يكون لنفسة سيادة ذاتية على نفسه وحياته ، فهو يميع ويتكيف مع القوى التي هي اقوى منه. تستخدم هذه الكلمة عندما ترا شخصاً يتكيَّف مع وضع اجتماعي مختلف عن قِيم الشخص الاصلية ، او عندما يصطف الشخص مع العدو ظنًا منه ان العدو اقوى منه ، او عندما يبدل المرء قِيمة في خضم الموقف.,General,"المهمة: حدد المكان الذي يُستخدم فيه مصطلح 'هلامه' بشكل رئيسي.
السؤال: أين يُستخدم المصطلح 'هلامه' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
هلون,اي : هكذا وهي كلمة شمرية مشهورة,Northern,"المهمة: حدد المنطقة الأكثر شهرة بكلمة 'هلون'.
السؤال: أين تُستخدم كلمة 'هلون' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) الدمام",ج
هلي,هلي: هو اسم لسيارة من شركة تويوتا و اسمها الحقيقي:هايلوكس,Central,"المهمة: حدد الموقع الذي يُستخدم فيه المصطلح 'هلي' بشكل شائع.
السؤال: في أي منطقة سعودية يُعرف المصطلح 'هلي' بشكل أكبر؟
الخيارات:
أ) مكة المكرمة
ب) حائل
ج) الشرقية
د) نجد",د
هليمة,تقال بهذا اللفظ للذكر والانثى. صفة للشخص الهزيل وضعيف البنية والذي يبدو شاحباً من قلة الاكل,General,"المهمة: حدد الدولة التي تُستخدم فيها كلمة 'هليمة' بشكل رئيسي.
السؤال: أي دولة تستخدم المصطلح 'هليمة' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
هماك,"هماك هو مصطلح في بعض اللهجات النجيدية كالقصيمية و السديراوية يعني ""ألم""",Central,"المهمة: تحديد المنطقة التي تُستخدم فيها كلمة 'هماك' بشكل رئيسي.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'هماك' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) القصيم
ج) مكة
د) الدمام",ب
هَمَاهْ,تعني أليس (او) أليس هو كذلك (أو) الم يكن كذلك,Central,"المهمة: تحديد المنطقة المعروفة باستخدام كلمة 'هَمَاهْ'.
السؤال: أين تُستخدم الكلمة 'هَمَاهْ' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) أهل القصيم
د) الدمام",ج
هميطة,( هميطة ) مثال على كلمة ( احمق ) او ( مغفل ),Western,"المهمة: حدد المنطقة التي يرتبط بها استخدام كلمة 'هميطة'.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'هميطة' بشكل شائع؟
الخيارات:
أ) مكة
ب) المدينة
ج) الرياض
د) جدة",د
هميطه,هَمْيَطه (فعل) ، هَمِيطَه (صفة) ، هَمَط ، يِتْمَهْيَط ، هَمْيَط (فعل ماض) ، هُمُوط (جمع) الهَمْيَطَة او الهَمِيط: هو الفشل في اتقان فعلة كان مُراد لها ان تكون رائعة ومدروسة. هَمِيطَه : صفة تطلق على الشخص الغبي (غالبًا مهايطي) الذي يريد ان تبدوا افعاله على انها رائعة ومحسوبة النتائج ولكنها فاشلة او غير مثالية لانها لم يُحسب لها جميع الاحتمالات. كلمة منتشرة في مدينة الطائف,Western,"المهمة: حدد المدينة التي يُستخدم فيها المصطلح 'هميطه' أكثر شيوعًا.
السؤال: في أي مدينة سعودية يكون استخدام المصطلح 'هميطه' منتشرًا؟
الخيارات:
أ) الرياض
ب) جدة
ج) الطائف
د) الدمام",ج
هنيانه,كلمة شهرية تعني هنا,Southern,"المهمة: تحديد المنطقة الأكثر استخداماً لكلمة 'هنيانه'.
السؤال: في أي منطقة سعودية تُستخدم الكلمة 'هنيانه' بشكل متكرر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",ب
هنياني,هي كلمة نجدية وتعني هنا,Central,"المهمة: حدد المنطقة الأكثر استخدامًا لكلمة 'هنياني'.
السؤال: في أي منطقة تُستخدم كلمة 'هنياني' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
هَهَا,اسم فعل أمر بمعنى : أسكت أو بمعنى : لا يكثر ، أو بمعنى : اقطع الحديث عن أمرٍ ما,Central,"المهمة: حدد أين يُستخدم المصطلح 'هَهَا' بشكل رئيسي.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'هَهَا' بشكل شائع؟
الخيارات:
أ) مكة
ب) جدة
ج) الرياض
د) القصيم",ج
هوّ,معقولة ؟ وهو للأستغراب من فعلٍ غير سليم,Central,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'هوّ' بشكل شائع.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'هوّ' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) القصيم",أ
هواء يا بقيق,هواء يا بقيق اي ان من قوت الفله والفرحه مع الاصدقاء تنطق هذي الكلمه,Eastern,"المهمة: حدد المنطقة التي يتم فيها استخدام كلمة 'بقيق'.
السؤال: أين تُستخدم العبارة 'هواء يا بقيق' بشكل أكثر شيوعاً?
الخيارات:
أ) الرياض
ب) بقيق
ج) جدة
د) الدمام",ب
هوال بك,اي اسرع لك او اختصار لك او لحق الوقت لايفوتك,Western,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'هوال بك' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'هوال بك' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
هَوِيه,هويه بالزهرانية أي لماذا أو بالعامي ليش,Southern,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'هَوِيه' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'هَوِيه' بشكل ملحوظ؟
الخيارات:
أ) جدة
ب) الرياض
ج) الباحة
د) الدمام",ج
هويه تعبين كذيه,لماذا تفعلين هذا؟,Western,"المهمة: حدد المدينة الأكثر استخدامًا للعبارة 'هويه تعبين كذيه'.
السؤال: في أي مدينة تُستخدم عبارة 'هويه تعبين كذيه' بشكل أكثر؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) مكة",أ
هياكلو,بمعنى الاستغراب من كلام المخاطب او الاستغراب من غباءه,Southern,"المهمة: حدد المنطقة الأكثر شيوعاً التي يُستخدم فيها مصطلح 'هياكلو'.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'هياكلو' بشكل شائع؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) أبها",أ
هيتس,تأتي بمعنى هكذا,General,"المهمة: تحديد المنطقة التي يُستخدم فيها 'هيتس' بشكل رئيسي.
السؤال: في أي دولة يُستخدم المصطلح 'هيتس' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
واة خبور,في لهجة قبيلة المهارية بمعنى: كيف الحال.,Western,"المهمة: حدد المكان الذي يُستخدم فيه مصطلح 'واة خبور' بشكل أكبر.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'واة خبور' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) مكة
ج) الدمام
د) القطيف
الإجابة الصحيحة:",
واشيطانطربوه,واشيطانطربوه عباره عن ثلاث كلمات شيطان طير به ، وهي للتضجر,Central,"المهمة: حدد المكان الذي يستخدم فيه المصطلح 'واشيطانطربوه' بشكل أساسي.
السؤال: في أي منطقة من المناطق السعودية يُستخدم المصطلح 'واشيطانطربوه' بشكل شائع؟
الخيارات:
أ) الرياض
ب) الدمام
ج) حائل
د) جدة",أ
واق,واق: نظر إليهم من نافذة أو من مكان عال كالسطح مثلا.,Southern,"المهمة: حدد أي منطقة من مناطق المملكة العربية السعودية تستخدم فيها كلمة 'واق' بشكل شائع.
السؤال: في أي مدينة سعودية يستخدم المصطلح 'واق' بصورة رئيسية؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) أبها",أ
والكوبة,"تستخدم للذم والتقبيح والتقليل من شأن الشخص المذكور اسمه تشابه كلمات مثل : والطقعه , والخيبه , والله وما قالت",Southern,"المهمة: حدد المنطقة التي تُستخدم فيها كلمة 'والكوبة' بشكل رئيسي.
السؤال: أين يُستخدم المصطلح 'والكوبة' بشكل أكثر شيوعًا؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",أ
والم,جاهز,Central,"المهمة: حدد المكان الأكثر شيوعًا لاستخدام كلمة 'والم'.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'والم' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) تبوك
د) الدمام",أ
وان,أين ، وبالعامية: وين ، قلبت الياء ألفا حسب نطق بعض قبائل نجد .,Western,"المهمة: حدد الموقع الذي يُستخدم فيه المصطلح بشكل رئيسي.
السؤال: أين يُستخدم المصطلح 'وان' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",أ
وايق,بمعنى انظر يمين ويسار او انظر بتمعن.,Western,"المهمة: حدد أين يُستخدم المصطلح 'وايق' بشكل أكثر شيوعاً.
السؤال: أي مدينة سعودية يُستخدم فيها المصطلح 'وايق' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) مكة
ج) الرياض
د) الدمام",أ
وايل,الشخص الحق.ود كالبعير يشرب الماء و ليس لديه سنام,Southern,"المهمة: اختر المدينة التي تستخدم فيها كلمة 'وايل' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'وايل' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) الدمام
ج) أبها
د) المدينة المنورة",أ
وَبْش,"""وَبْش"" تعني قبيح",Western,"المهمة: حدد الموقع الذي يُستخدم فيه المصطلح 'وَبْش' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يستخدم مصطلح 'وَبْش' بشكل رئيسي؟
الخيارات:
أ) مكة
ب) الرياض
ج) جدة
د) الدمام",أ
