Term,Meaning_of_term,Dialect type,Meaning_question,correct_answer
لا يقدم ولا يؤخر,لا  يغير شئ,Central,"المهمة: حدد المعنى المناسب للعبارة.
السؤال: ما هو معنى العبارة 'لا يقدم ولا يؤخر'؟
الخيارات:
أ) يقدم شي جديد
ب) لا يأثر ولا يغير شئ
ج) يؤثر على الأمور
د) يساعد في اتخاذ القرارات",ب
لا يِكْثَر,"""لا تكمل كلامك و قف عند هذا الحد""؛ عبارة يقولها الشخص عادةً عندما لا يعجبه ما يسمعه أو يقرأه. ",Central,"المهمة: حدد المعنى الصحيح لعبارة 'لا يكثر'.
السؤال: ماذا تعني عبارة 'لا يكثر' في اللهجة السعودية؟
الخيارات:
أ) اقطع حديثك
ب) استمر في الكلام
ج) لا تعجبني فكرتك
د) أؤيد ما تقوله",أ
لا يهوش ولا يجمع رضم,تطلق على الشخص الذي بلا نفع,Central,"المهمة: حدد المعنى الصحيح للعبارة.
السؤال: ماذا تعني عبارة 'لا يهوش ولا يجمع رضم'؟
الخيارات:
أ) الشخص الذي له قيمة
ب) الشخص الذي بلا نفع
ج) الشخص الذي يعمل بجد
د) الشخص الذي يحترم الآخرين",ب
لجلج مهجهج .,الشخص المندفع الكثير الكلام .,Central,"المهمة: حدد المعنى الصحيح لعبارة 'لجلج مهجهج'.
السؤال: ما هو المعنى الصحيح لعبارة 'لجلج مهجهج'؟
الخيارات:
أ) الشخص المندفع كثير الكلام
ب) الشخص الهادئ والمتأمل
ج) الشخص سريع الغضب
د) الشخص المتفائل دائماً",أ
إمحش خشتك,معناها أي امسح وجهك مثال امحش خشتك قبل لا تخرج من البيت.,Central,"المهمة: حدد المعنى الصحيح لعبارة (إمحش خشتك).
السؤال: ما المقصود بعبارة (إمحش خشتك)؟
الخيارات:
أ) غيّر ملابسك
ب) امسح وجهك
ج) أسرع بالخروج
د) اجلس مكانك",ب
لعنبوه,لعنبوه . لعن والد الشخص المراد به في العبارة,Western,"المهمة: حدد المعنى الصحيح لعبارة 'لعنبوه'.
السؤال: ما هو المعنى الحقيقي لعبارة 'لعنبوه'؟
الخيارات:
أ) طلب المعونة من الله لإعانة الوالد
ب) لعن والد الشخص المراد به
ج) طلب العون من الأصدقاء
د) تهنئة للأصدقائ",ب
لك ولا للذيب,لك ولا للذيب جملة عادة تستخدم للطلب من شخص اخر او المساعدة,Central,"المهمة: حدد المعنى الصحيح للجملة 'لك ولا للذيب'.
السؤال: ماذا تعني الجملة 'لك ولا للذيب'؟
الخيارات:
أ) تعبير عن الفرح
ب) طلب المساعدة
ج) تعبير عن الاكتئاب
د) استنكار تصرف",ب
ليتك سجدت,"عبارة يقول الشخص عندما يمل ويسأم من صعوبة حياته ويريد الخلاص والراحة, وترجع هذه العبارة إلى قصة الخلق الإسلامية المذكورة في القرآن حينما أمر الله الملائكة وإبليس بالسجود لأدم فسجدوا جميعا إلا إبليس مما ترتب على هذا العصيان حصول العداء بين الله والإنسان مع الشيطان والطرد من الجنة والنزول إلى الأرض فقائل هذه العبارة كأنه يقول ليتك سجدت يا إبليس وكنا الآن نتنعم في الجنة بدلا من هذه الحياة القاسية",Central,"المهمة: حدد المعنى الصحيح لعبارة 'ليتك سجدت'.
السؤال: ما معنى عبارة 'ليتك سجدت' في السياق الإسلامي؟
الخيارات:
أ) يتمنى الشخص الهدوء والراحة في حياته
ب) يعبر عن الحزن من فقدان الأهل
ج) يشير إلى الفخر بالقوة
د) يتحدث عن الجمال الطبيعي",أ
ليتهم رقدو,أي: ليت والداك استسلما للنوم بدلا من محاولة إنجابك تلك الليلة. ويقصد بهذه العبارة قلة الاحترام لمن تقال له، أو التلميح انه ليس بكفء.,General,"المهمة: اختر المعنى الصحيح للعبارة 'ليتهم رقدو'.
السؤال: ما معنى عبارة 'ليتهم رقدو'؟
الخيارات:
أ) أن تكون والداك قد استغرقوا في النوم.
ب) تلميح بعدم قدرة الشخص على القيام بشيء.
ج) تعبير عن الرغبة في عدم وجود الشخص.
د) إشارة إلى احترام الشخص.",ج
لين تحسب سحر,"هو مضطلح يعني "" مرره "" = "" كثير """,Western,"المهمة: حدد المعنى الصحيح لعبارة 'لين تحسب سحر'.
السؤال: ما معنى عبارة 'لين تحسب سحر'؟
الخيارات:
أ) قليل
ب) كثير
ج) متوسط
د) نادر",ب
ما عليه شرهه,"تعني ""معذور عن فعلته"" (( ما عليه شرهه + الشخص المعذور )) (( ما عليه شرهه + سبب العذر <دون استخدام ادوات التعليل>))",Central,"المهمة: اختر المعنى الصحيح للعبارة 'ما عليه شرهه'.
السؤال: ما هو المعنى الصحيح للعبارة 'ما عليه شرهه'؟
الخيارات:
أ) معذور عن فعلته
ب) مُلام على فعله
ج) يشعر بالندم
د) لم يكن متوقعًا منه",أ
ما عندك ما عند جدتي,عبارة تهكم تطلق على من لا يفقه شيئا، أو من يدلي بمعلومات خاطئة. لا أدري ما أصلها. فجداتنا معروفات بالحكمة وليس الجهل. لكن مع ذلك تبقى عبارة تهكم منتشرة في السعودية وخصوصا منطقة نجد,General,"المهمة: تحديد المعنى العام لعبارة 'ما عندك ما عند جدتي'.
السؤال: ما هو المعنى المقصود من عبارة 'ما عندك ما عند جدتي'؟
الخيارات:
أ) عبارة تدل على عدم المعرفة أو الجهل.
ب) عبارة تعبير عن الاحترام للجدات.
ج) عبارة تشير إلى الحكمة.
د) عبارة تتعلق بالتفاخر.",أ
ما لك صلاح,لا دخل لك,Western,"المهمة: حدد المعنى الصحيح للمصطلح 'ما لك صلاح'.
السؤال: ما هو المعنى الصحيح لعبارة 'ما لك صلاح'؟
الخيارات:
أ) ليس لك علاقة
ب) يجب عليك المساعدة
ج) أريد مساعدتك
د) لا تهتم",أ
ما يدري وين الله حاطه,تقال لوصف الشخص الجاهل بالشيء أو يتكلم فيما لا يحسن,Southern,"### نوع السؤال: معنى 
المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية. 
السؤال: ما معنى عبارة ""ما يدري وين الله حاطه""؟ 
الخيارات: 
A) يدل على شخص حكيم. 
B) يصف شخصًا جاهلًا أو يتحدث فيما لا يحسن. 
C) يستخدم لوصف مكان. 
D) يعني شخص يشعر بالضياع. 
الجواب الصحيح: B",
ما يديرها,غير بارع أو لا يفقه في أمر معين.,Western,"المهمة: حدد المعنى الصحيح لعبارة 'ما يديرها'.
السؤال: ما معنى عبارة 'ما يديرها'?
الخيارات:
أ) بارع في الأمور
ب) غير بارع في أمر معين
ج) يتقن المهارة
د) يعمل بجد",ب
ﺟﺰﺍ ﻟﺒﻴّﻪ ﻟﻘﻌﻪ,ﺗﻌﻨﻲ  ﻫﺬﺍ ﺟﺰﺍﺀ ﺍﻟﻤﻌﺮﻭﻑ ﺍﻟﺬﻱ ﻓﻌﻠﺘﻪ ﻟﻚ  ﻫﻜﺬﺍ ﺗﺠﺎﺯﻳﻨﻲ ﺑﺎﻟﺘﻨﻜﺮ,Western,"المهمة: حدد المعنى الصحيح للعبارة.
السؤال: ماذا تعني عبارة ""جزا لبيّه لقعه""؟
الخيارات:
أ) شكراً لك على المساعدة
ب) هذا جزاء المعروف اللي سويته لك؟
ج) خذها وأنت ساكت
د) لا تتدخل في شؤوني",ب
يتحقرص و يتمقرص ,كناية عن انه متضايق ، يعني اثنين يتكلمون ب شي والثالث يتحقرص ويتمقرص يبي يعرف وش يقولون,Central,"المهمة: حدد المعنى الصحيح للتعبير.
السؤال: ماذا تعني عبارة ""يتحقرص ويتمقرص""؟
الخيارات:
أ) يشعر بالفرح الشديد
ب) يجهّز نفسه للنوم
ج) يتضايق لأنه ما فهم أو ما شارك
د) يضحك بصوت عالٍ",ج
مالي به,تستخدم غالباً مع الاكل عندما تريد رفض الطعام المقدم لك تقول مالي به,Southern,"المهمة: حدد المعنى الصحيح لعبارة 'مالي به'.
السؤال: ماذا تعني عبارة 'مالي به' في اللهجة السعودية؟
الخيارات:
أ) أريد المزيد من الطعام
ب) لا أريد الطعام المقدم
ج) الطعام لذيذ جداً
د) الطعام غير كافٍ",ب
مالي خلق,يعني انا غير موافق لانني منهك تعبان او مطنش,General,"### نوع السؤال: معنى
المهمة: اختر فقط جوابًا واحدًا بدون أي ملاحظات. 
السؤال: ما معنى عبارة ""مالي خلق""؟ 
الخيارات: 
A) أشعر بالسعادة 
B) أنا متعب وغير قادر على الموافقة 
C) أحتاج إلى مساعدة 
D) أريد الذهاب إلى مكان آخر",B
ماهو تشى,كلمة جيزانية تعني : ماذا تريد عامية : وش تبغى,Southern,"المهمة: حدد المعنى الصحيح لعبارة 'ماهو تشى'.
السؤال: ما المقصود بعبارة 'ماهو تشى'؟
الخيارات:
أ) ماذا تريد
ب) أين أنت
ج) كيف حالك
د) من أين أنت",أ
بلا مبزره,تقال عند تصرف اي شخصاً كان متصرفا تصرف صغار,Western,"المهمة: اختر المعنى الصحيح لعبارة 'بلا مبزره'.
السؤال: ما هو المعنى المقصود بعبارة 'بلا مبزره' في اللهجة الحجازية؟
الخيارات:
أ) تصرف ملكي
ب) تصرف طبيعي
ج) تصرف صغار
د) تصرف حكيم",ج
إيش قومك,"ايش قومك . وتعني "" ماذا دهاك أو وش فيك "" وتستخدم في مناطق جنوب المملكة . مثآل: إيش قومك يابو صالح؟",Southern,"المهمة: حدد المعنى الصحيح لعبارة 'إيش قومك'.
السؤال: ما هو المعنى الصحيح لعبارة 'إيش قومك'؟
الخيارات:
أ) ماذا دهاك
ب) أين تذهب
ج) كيف حالك
د) من أين أنت",أ
محد قدك ,لا احد يصل الى المرتبة التي انت فيها,Western,"المهمة: حدد معنى العبارة 'محد قدك '.
السؤال: ماذا تعني عبارة 'محد قدك'؟
الخيارات:
أ) لا أحد يصل إلى المرتبة التي أنت فيها
ب) لديك صديق مخلص
ج) يجب أن تكون متفائلاً
د) أنت في حالة جيدة",أ
