Term,Meaning_of_term,Dialect type,Cultural_Interpretation_question,correct_answer
سيبك منو,سيبك : اتركه منو : هو,Western,"المهمة: فسر المعنى الثقافي لعبارة 'سيبك منو'.
السؤال: ما الذي تعكسه عبارة 'سيبك منو' عن الثقافة الحجازية؟
الخيارات:
أ) أهمية العلاقات الشخصية
ب) الرغبة في الاستقلال
ج) الاهتمام بالعمل الجماعي
د) القيم العائلية",ب
فعشني,"من ""الفعش"" وهو ""شد الشعر"" بعنف",Central,"المهمة: تفسير معنى الكلمة في السياق الثقافي.
السؤال: ما الذي قد تعكسه كلمة 'فعشني' عن العادات الاجتماعية في السعودية؟
الخيارات:
أ) المحبة والود
ب) الصراع والتوتر
ج) التعلم والتطور
د) الصداقة والاخوة",ب
فقع,هرب من شيء يتعبه,Western,"المهمة: صف كيف تعكس كلمة 'فقع' الثقافة المحلية.
السؤال: كيف تعبر كلمة 'فقع' عن ثقافة المجتمع السعودي؟
الخيارات:
أ) تعكس روح الخفة وعدم تحمل المسؤولية
ب) تشير إلى الذكاء وسرعة البديهة
ج) تعبر عن التعامل مع الضغوط اليومية
د) تدل على مغامرات الصحراء",ج
اقظب الوطا,اقظب الارض,Northern,"المهمة: اشرح المفهوم الثقافي لعبارة (اقظب الوطا).
السؤال: ماذا تعبر عبارة (اقظب الوطا) في الاستخدام اليومي؟
الخيارات:
أ) الجلوس على الأرض
ب) الإمساك بالأرض أو التمسك بها بقوة
ج) تنظيف الأرض
د) السير ببطء",ب
دز امها,تأتي بمعنى اغرب عن وجهي < اهم شي,Western,"المهمة: فسر الاستخدام الثقافي لعبارة 'دز امها'.
السؤال: كيف تعكس عبارة 'دز امها' ثقافة اللهجة السعودية؟
الخيارات:
أ) تعبر عن التحفظ والابتعاد
ب) تدل على الترحيب والدفء
ج) تعكس العادات الريفية
د) تعبر عن لغة الشارع",أ
في الخيشة,هي عبارة تدل على أن الشخص لا يعلم ما يدور حوله من أحداث,Central,"المهمة: وضح التفسير الثقافي لعبارة 'في الخيشة'.
السؤال: ما هو التفسير الثقافي لعبارة 'في الخيشة' في المجتمع السعودي؟
الخيارات:
أ) تعبر عن الإدراك التام
ب) تشير إلى عدم الوعي بالأحداث المحيطة
ج) تعني الانشغال بأمور أخرى
د) تدل على عدم الاهتمام",ب
في خشمك عرام,اي في انفك تبن لكي تحكه,Central,"المهمة: اختر التفسير الثقافي المناسب للعبارة.
السؤال: ما الذي تعكسه عبارة 'في خشمك عرام' في الثقافة السعودية؟
الخيارات:
أ) العتاب بين الأصدقاء
ب) تبادل الأفكار
ج) الدعابة والمزاح
د) الحذر من الغرباء",أ
في ذاك,أي بمعنى هناك,Central,"المهمة: فسر استخدام عبارة 'في ذاك' في الثقافة السعودية.
السؤال: لماذا تُستخدم عبارة 'في ذاك' في اللهجة السعودية؟
الخيارات:
أ) للتعبير عن الرفض
ب) للدلالة على المكان
ج) للتعبير عن الانتقال
د) تعبير عن القدرة",ب
يا مال العافية,دعاء بالصحة الجيدة.,General,"المهمة: اشرح المفهوم الثقافي لعبارة (يا مال العافية).
السؤال: ماذا تعكس عبارة (يا مال العافية) في الثقافة السعودية؟
الخيارات:
أ) التوبيخ واللوم
ب) الدعاء بالصحة والسلامة
ج) السخرية والاستهزاء
د) التحذير من المرض",ب
فين أصرفها ؟,"غالبا تستخدم بمعنى ""عذرك غير مقبول"" . وتستخدم أحيانا كتبيين للطرف الآخر في الحوار أنك لا تصدق كلامه .",Western,"المهمة: اشرح معنى استخدام التعبير 'فين أصرفها ؟'.
السؤال: ما الدلالة الثقافية لتعبير 'فين أصرفها ؟' في المحادثات السعودية؟
الخيارات:
أ) يدل على الفهم والاحترام.
ب) يظهر عدم تصديق أو قبول للمعذرة.
ج) يعبر عن الثقة بالنفس.
د) يدل على الصداقة الحميمة.",ب
قاعد يمشي,يظن البعض عند سماع هذه العبارة أن المتحدث يحاول إلقاء دعابة أو أنه في ليس في كامل قواه العقلية حيث أنه من المستحيل على قيام نشاطين مختلفين في الاتجاه في نفس الوقت. ولكن المعنى أنه يقوم بعملية المشي.,Western,"المهمة: اذكر تفسير العبارة في السياق الثقافي.
السؤال: ما هو سبب استخدام 'قاعد يمشي' في اللهجة السعودية؟
الخيارات:
أ) لأنها تعبر عن الاسترخاء
ب) لأنها تدل على الحركة
ج) لأنها تشير إلى فرص العمل
د) لأنها تعكس تقدير الوقت",ب
قافلة معي,يعني المزاج غير رايق أو غضبان أو زعلان,Western,"المهمة: فسر استخدام عبارة 'قافلة معي'  في الثقافة السعودية.
السؤال: ما المعنى الثقافي للعبارة 'قافلة معي' في اللهجة الحجازية؟
الخيارات:
أ) تدل على الغضب أو المزاج السيء
ب) تشير إلى السفر المستمر
ج) تعني الصداقة الحميمة
د) تعبر عن الفرحة والمرح",أ
إنتخشوا عينك,دعاء على الشخص بأن يقتلع الجن عينه أعاذنا الله وإياكم يستخدم هذا المصطلح غالبا في المنطقة الجنوبية من السعودية,Southern,"المهمة: شرح المعنى الثقافي للعبارة.
السؤال: ما الذي يعكسه استخدام عبارة 'إنتخشوا عينك' في المجتمع؟
الخيارات:
أ) الاحترام المتبادل
ب) استنكار التصرفات الغير لائقة
ج) الخوف من العين الشريرة
د) التقدير للجمال",ب
قصعة تشيلك,فصعة تشيلك : تمني الحظ السيء أن يصيبك أو ان ينتهي ماتتمناه بالفشل. وتقال رداً على الرفض وعند القهر.,Central,"المهمة: حدّد الاختيار الذي يفسر العبارة بشكل صحيح.
السؤال: كيف تعكس عبارة 'قصعة تشيلك' الثقافة السعودية؟
الخيارات:
أ) تعبر عن التفاؤل
ب) تعكس مشاعر الإحباط
ج) تعبر عن التعاون
د) تعكس الدعابة",ب
قطعي شطاياه بالمطرق,تعني ايتها الأم اضربي ابنك بالعصا على مؤخرته (اردافه) بالعصا (الخيزران) كعقاب له لتأديبه و هي نصيحة متداولة بين الامهات التحديات في السعودية,Central,"المهمة: ما هو التفسير الثقافي لعبارة 'قطعي شطاياه بالمطرق'؟
السؤال: تعتبر عبارة 'قطعي شطاياه بالمطرق' تعبيراً __________.
الخيارات:
أ) عن ميل الأسر للعنف
ب) عن تقاليد التربية في المجتمع السعودي
ج) عن عدم الاهتمام بالأطفال
د) عن تعليم الأطفال القراءة",ب
قعيطي,الشخص البخيل,Central,"المهمة: تفسير دلالة كلمة 'قعيطي' في الثقافة السعودية.
السؤال: ما هي الدلالة الثقافية لكلمة 'قعيطي' في المجتمع السعودي؟
الخيارات:
أ) تدل على التعاون والمحبة
ب) تدل على الكرم والسخاء
ج) تدل على البخل والحرص
د) تدل على الشجاعة والإقدام",ج
قل تم,وافق على ماطلبت! ويرد الموافق على الطلب بتم اي تم مطلبك ووصلت لغايتك,General,"المهمة: اشرح معنى العبارة في سياق ثقافي.
السؤال: ماذا تعني العبارة 'قل تم' في الثقافة السعودية؟
الخيارات:
أ) توقيع على وثيقة
ب) توضيح الطلب
ج) تأكيد الموافقة على الطلب
د) إلغاء الطلب",ج
قل قسم؟ اصفق لك يعني ولا ايش؟ اقول هاك هاك خمسة ريال وتوكل على الله!,تصريفة لتصريف الشخص منك وتقال عندما تكون في جو مباراة كرة القدم ويحاول احدهم ان يأخذ محلك!,Western,"المهمة: اشرح المعاني الثقافية المرتبطة بهذا التعبير.
السؤال: ما هي الدلالات الثقافية لعبارة 'قل قسم؟ اصفق لك يعني ولا ايش؟ اقول هاك هاك خمسة ريال وتوكل على الله!' لدى السعوديين؟
الخيارات:
أ) تعبير عن الفخر
ب) دلالة على المنافسة الرياضية
ج) تعبير ساخر
د) تعبير عن الدعم والمساعدة",ب
قلعة وادرين,أي قي مكان بعيد جدا,Northern,"المهمة: وضح معنى العبارة في السياق الثقافي.
السؤال: ما هو السبب في استخدام عبارة 'قلعة وادرين' في الثقافة السعودية؟
الخيارات:
أ) لأنها تشير إلى مكان شهير
ب) لأنها تعبر عن الفخر بالتراث
ج) لأنها تعني مكان مريح
د) لأنها تعبر عن حماسة الرحلة",ب
