Term,Meaning_of_term,Dialect type,Location_Recognition_question,correct_answer
كبس,بمعني راح تاكل تراب,Western,"المهمة: حدد الموقع الأكثر شيوعًا لاستخدام كلمة 'كبس'.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'كبس' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
كبيت العشا,عندما تتحدث بأمر من المفترض أن لا تتحدث عنه . أي أنك أفشيت سراً من غير قصد فكبيت العشا.,General,"المهمة: حدد المكان الأكثر استعمالاً للمصطلح 'كبيت العشا'.
السؤال: في أي دولة يُستخدم مصطلح 'كبيت العشا' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
في قلب العدو,تقال عند ذكر أمر سيء,Western,"المهمة: تحديد المنطقة التي تُستخدم فيها العبارة.
السؤال: في أي منطقة سعودية تُستخدم عبارة 'في قلب العدو' بشكل شائع؟
الخيارات:
أ) الغربية
ب) الشرقية
ج) الشمال
د) الجنوب",أ
كريم عين,وصف مؤدب للشخص الأعور (الذي فقد إحدى عينيه),Central,"المهمة: حدد المنطقة التي ترتبط فيها عبارة 'كريم عين' بشكل أكبر.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'كريم عين' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جازان
ج) حائل
د) مكة",أ
كسر عين,كسر عين: عبارة مهينة تستخدم للحط من قدر شخصاً ما. ,Central,"المهمة: حدد المكان الذي تُستخدم فيه عبارة 'كسر عين' بشكل رئيسي.
السؤال: في أي دولة يُستخدم المصطلح 'كسر عين' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
كفو/ قدر,كفو/ قدر= تعني حجم الشخص ومقداره الأجتماعي، وتشبيه بالأشياء. وبالمثال يتضح المقال، طالع الأمثلة.,Central,"المهمة: حدد المنطقة الرئيسية التي تستخدم فيها عبارة 'كفو/ قدر'.
السؤال: أين يُستخدم المصطلح 'كفو/ قدر' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) الكويت
ج) البحرين
د) الإمارات",أ
كل تبن,تعني أسكت ولا تتكلم . والتبن هو الشسمه,General,"المهمة: حدد الموقع الأكثر شيوعًا لاستخدام عبارة 'كل تبن'.
السؤال: أين تُستخدم عبارة 'كل تبن' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
كل واحد يصلح سيارته,كل شخص يتنازل عن حقه ( سواء مشكلة أو خلاف ),General,"المهمة: اختر الجواب الصحيح دون أية ملاحظات إضافية. 
السؤال: في أي دولة تستخدم عبارة ""كل واحد يصلح سيارته"" بشكل رئيسي؟ 
الخيارات: 
A) السعودية 
B) الكويت 
C) الإمارات 
D) البحرين",A
أوَّل أمس,كلمة قطيفية، وتعني اليوم الذي يسبِقُ الأمسَ,General,"المهمة: اختر الدولة التي يستخدم فيها المصطلح 'أوَّل أمس' بشكل رئيسي.
السؤال: في أي دولة يُستخدم المصطلح 'أوَّل أمس' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) البحرين
ج) الإمارات
د) الكويت",أ
كلجة,اي اخطا او قال كلمات غير صحيحة . كلام مكسر.,Western,"المهمة: حدد أين يُستخدم المصطلح 'كلجة' بشكل رئيسي.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'كلجة' أكثر؟
الخيارات:
أ) جدة
ب) الدمام
ج) الرياض
د) أبها",أ
كلما طقيتها صارت عوجاء,تعني أن المشكلات تواجه كلما حاول التقدم أوإصابة الهدف فيتراجع إلى الوراء رغم المحاولة في التقدم أو أصابة الهدف فلابد من الميل عنه,Central,"المهمة: حدد المنطقة التي يُستخدم فيها هذا النوع من العبارات.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'كلما طقيتها صارت عوجاء' بشكل شائع؟
الخيارات:
أ) الرياض
ب) حائل
ج) جدة
د) الدمام",أ
كن أبوك,تهديد بأن لا يفعل أمر ما ( بمعنى يا ويلك ),Central,"المهمة: حدد المكان الذي يُستخدم فيه تعبير 'كن أبوك' بشكل شائع.
السؤال: أي منطقة سعودية تُعرف باستخدام تعبير 'كن أبوك'؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) القصيم",أ
وش حيثوه,للهجة أهل القصيم تعني  لماذا هو فقط,Central,"المهمة: حدد المنطقة التي تُستخدم فيها عبارة 'وش حيثوه' بشكل رئيسي.
السؤال: أين يُستخدم المصطلح 'وش حيثوه' بشكل أكثر شيوعاً؟
الخيارات:
أ) القصيم
ب) مكة
ج) الرياض
د) جدة",أ
كيف اقول بي,ماذا اصنع بعمري,General,"المهمة: حدد المنطقة الأكثر استخدامًا للتعبير.
السؤال: في أي دولة يكون تعبير 'كيف اقول بي' شائعاً؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
لا تحرق رُزك,وتعني اي لا تغضب عند انتظار الشيء,General,"المهمة: حدد الدولة التي تستخدم فيها العبارة بشكل شائع.
السؤال: في أي دولة يُستخدم المصطلح 'لا تحرق رُزك'؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) البحرين
د) الإمارات",أ
لا تخليني كذا لا اني مقيد ولا اني مفكوك,لا تدعني بين نعم و لا لست بمقيد او حر,Central,"المهمة: اختر فقط إجابة واحدة دون أية ملاحظات. 
السؤال: أين يتم استخدام العبارة ""لا تخليني كذا لا اني مقيد ولا اني مفكوك"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الكويت 
D) البحرين",A
لا تستسيد,معنها لا تكذب باللهجة القطيفية,Eastern,"المهمة: حدد الموقع الجغرافي الذي يُستخدم فيه هذا المصطلح.
السؤال: في أي منطقة سعودية تُستخدم عبارة 'لا تستسيد' بشكل شائع؟
الخيارات:
أ) القطيف
ب) الرياض
ج) جدة
د) الدمام",أ
لا يقدم ولا يؤخر,لا  يغير شئ,Central,"المهمة: حدد أين يتم استخدام المصطلح بشكل رئيسي.
السؤال: أي منطقة سعودية يستخدم فيها المصطلح 'لا يقدم ولا يؤخر' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) القصيم",أ
لا يِكْثَر,"""لا تكمل كلامك و قف عند هذا الحد""؛ عبارة يقولها الشخص عادةً عندما لا يعجبه ما يسمعه أو يقرأه. ",Central,"المهمة: حدد المنطقة أو المدينة التي تُستخدم فيها عبارة 'لا يكثر' بشكل متكرر.
السؤال: في أي منطقة سعودية تُستخدم عبارة 'لا يكثر' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) بريدة",أ
لا يهوش ولا يجمع رضم,تطلق على الشخص الذي بلا نفع,Central,"المهمة: حدد المنطقة المخصصة للعبارة.
السؤال: في أي منطقة سعودية تُستخدم عبارة 'لا يهوش ولا يجمع رضم' بشكل شائع؟
الخيارات:
أ) الرياض
ب) مكة
ج) القصيم
د) حائل",أ
لجلج مهجهج .,الشخص المندفع الكثير الكلام .,Central,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح بشكل رئيسي.
السؤال: في أي منطقة سعودية تستخدم عبارة 'لجلج مهجهج' أكثر؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) المدينة المنورة",أ
إمحش خشتك,معناها أي امسح وجهك مثال امحش خشتك قبل لا تخرج من البيت.,Central,"المهمة: حدد الموقع الذي يستخدم فيه المصطلح 'إمحش خشتك' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'إمحش خشتك' بشكل أكبر؟
الخيارات:
أ) القصيم
ب) مكة
ج) جدة
د) الدمام",أ
لعنبوه,لعنبوه . لعن والد الشخص المراد به في العبارة,Western,"المهمة: حدد المكان الأكثر شيوعًا لاستخدام عبارة 'لعنبوه'.
السؤال: أين تُستخدم العبارة 'لعنبوه' بشكل أكثر شيوعًا في المملكة؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) أبها",ب
لك ولا للذيب,لك ولا للذيب جملة عادة تستخدم للطلب من شخص اخر او المساعدة,Central,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: في أي منطقة من السعودية تُستخدم عبارة ""لك ولا للذيب"" بشكل شائع؟ 
الخيارات: 
A) منطقة نجد 
B) منطقة مكة 
C) منطقة جازان 
D) منطقة الشرقية.",A
ليتك سجدت,"عبارة يقول الشخص عندما يمل ويسأم من صعوبة حياته ويريد الخلاص والراحة, وترجع هذه العبارة إلى قصة الخلق الإسلامية المذكورة في القرآن حينما أمر الله الملائكة وإبليس بالسجود لأدم فسجدوا جميعا إلا إبليس مما ترتب على هذا العصيان حصول العداء بين الله والإنسان مع الشيطان والطرد من الجنة والنزول إلى الأرض فقائل هذه العبارة كأنه يقول ليتك سجدت يا إبليس وكنا الآن نتنعم في الجنة بدلا من هذه الحياة القاسية",Central,"المهمة: اختر المنطقة التي تُستخدم فيها العبارة بشكل شائع.
السؤال: في أي منطقة سعودية تُعتبر عبارة ""ليتك سجدت"" شائعة الاستخدام؟
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) المدينة المنورة",A
